"Year","Age","Sex","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus [HIV] disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2011,"5 to 9 years","Females","Rank of leading causes of death",13,13,13,13,13,13,4,13,13,13,13,13,13,13,2,9,13,13,13,13,13,13,6,13,6,13,13,6,13,13,13,9,13,13,13,13,13,13,13,0,13,13,13,3,1,9,5,13,13,9,0
2011,"10 to 14 years","Both sexes","Number of deaths",0,0,0,0,0,2,4,0,0,0,0,0,0,0,41,0,1,1,0,1,0,0,4,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,18,61,31,5,0,0,0,55
2011,"10 to 14 years","Both sexes","Percentage of deaths",0,0,0,0,0,0.9,1.7,0,0,0,0,0,0,0,17.6,0,0.4,0.4,0,0.4,0,0,1.7,0,0.9,0,0,0.4,0,2.1,0,0,0,0,0,0,0,0,0.4,0,0,0,0,7.7,26.2,13.3,2.1,0,0,0,23.6
2011,"10 to 14 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,2.2,0,0.1,0.1,0,0.1,0,0,0.2,0,0.1,0,0,0.1,0,0.3,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.9,3.2,1.6,0.3,0,0,0,2.9
2011,"10 to 14 years","Both sexes","Rank of leading causes of death",16,16,16,16,16,9,7,16,16,16,16,16,16,16,2,16,11,11,16,11,16,16,7,16,9,16,16,11,16,5,16,16,16,16,16,16,16,16,11,16,16,16,16,4,1,3,5,16,16,16,0
2011,"10 to 14 years","Males","Number of deaths",0,0,0,0,0,2,2,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,47,14,3,0,0,0,30
2011,"10 to 14 years","Males","Percentage of deaths",0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,15.6,0,0,0.7,0,0,0,0,1.5,0,1.5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,34.8,10.4,2.2,0,0,0,22.2
2011,"10 to 14 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,2.2,0,0,0.1,0,0,0,0,0.2,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,1.4,0.3,0,0,0,3.1
2011,"10 to 14 years","Males","Rank of leading causes of death",12,12,12,12,12,6,6,12,12,12,12,12,12,12,2,12,12,10,12,12,12,12,6,12,6,12,12,12,12,10,12,12,12,12,12,12,12,12,12,12,0,0,12,4,1,3,5,12,12,12,0
2011,"10 to 14 years","Females","Number of deaths",0,0,0,0,0,0,2,0,0,0,0,0,0,0,20,0,1,0,0,1,0,0,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,8,14,17,2,0,0,0,25
2011,"10 to 14 years","Females","Percentage of deaths",0,0,0,0,0,0,2,0,0,0,0,0,0,0,20.4,0,1,0,0,1,0,0,2,0,0,0,0,1,0,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.2,14.3,17.3,2,0,0,0,25.5
2011,"10 to 14 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,2.2,0,0.1,0,0,0.1,0,0,0.2,0,0,0,0,0.1,0,0.4,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.9,1.5,1.8,0.2,0,0,0,2.7
2011,"10 to 14 years","Females","Rank of leading causes of death",13,13,13,13,13,13,6,13,13,13,13,13,13,13,1,13,9,13,13,9,13,13,6,13,13,13,13,9,13,5,13,13,13,13,13,13,13,13,9,0,13,13,13,4,3,2,6,13,13,13,0
2011,"15 to 24","Both sexes","Number of deaths",0,0,0,0,0,1,2,0,0,1,0,1,3,0,171,3,8,13,0,4,0,0,54,1,8,0,2,18,1,7,0,3,0,0,1,2,2,2,1,0,0,1,1,35,803,515,146,4,0,3,271
2011,"15 to 24","Both sexes","Percentage of deaths",0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,8.2,0.1,0.4,0.6,0,0.2,0,0,2.6,0,0.4,0,0.1,0.9,0,0.3,0,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0,0,1.7,38.5,24.7,7,0.2,0,0.1,13
2011,"15 to 24","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,3.7,0.1,0.2,0.3,0,0.1,0,0,1.2,0,0.2,0,0,0.4,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.8,17.5,11.2,3.2,0.1,0,0.1,5.9
2011,"15 to 24","Both sexes","Rank of leading causes of death",32,32,32,32,32,23,18,32,32,23,32,23,14,32,3,14,9,8,32,12,32,32,5,23,9,32,18,7,23,11,32,14,32,32,23,18,18,18,23,32,32,23,23,6,1,2,4,12,32,14,0
2011,"15 to 24","Males","Number of deaths",0,0,0,0,0,0,0,0,0,0,0,1,0,0,92,2,5,6,0,1,0,0,32,0,6,0,2,11,0,5,0,3,0,0,0,1,1,1,0,0,0,0,0,22,622,377,109,4,0,2,167
2011,"15 to 24","Males","Percentage of deaths",0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,6.3,0.1,0.3,0.4,0,0.1,0,0,2.2,0,0.4,0,0.1,0.7,0,0.3,0,0.2,0,0,0,0.1,0.1,0.1,0,0,0,0,0,1.5,42.3,25.6,7.4,0.3,0,0.1,11.3
2011,"15 to 24","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0.1,0.2,0.3,0,0,0,0,1.4,0,0.3,0,0.1,0.5,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.9,26.4,16,4.6,0.2,0,0.1,7.1
2011,"15 to 24","Males","Rank of leading causes of death",22,22,22,22,22,22,22,22,22,22,22,17,22,22,4,14,10,8,22,17,22,22,5,22,8,22,14,7,22,10,22,13,22,22,22,17,17,17,22,22,0,0,22,6,1,2,3,12,22,14,0
2011,"15 to 24","Females","Number of deaths",0,0,0,0,0,1,2,0,0,1,0,0,3,0,79,1,3,7,0,3,0,0,22,1,2,0,0,7,1,2,0,0,0,0,1,1,1,1,1,0,0,1,1,13,181,138,37,0,0,1,104
2011,"15 to 24","Females","Percentage of deaths",0,0,0,0,0,0.2,0.3,0,0,0.2,0,0,0.5,0,12.8,0.2,0.5,1.1,0,0.5,0,0,3.6,0.2,0.3,0,0,1.1,0.2,0.3,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0.2,0.2,2.1,29.4,22.4,6,0,0,0.2,16.9
2011,"15 to 24","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,3.5,0,0.1,0.3,0,0.1,0,0,1,0,0.1,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,8.1,6.2,1.7,0,0,0,4.6
2011,"15 to 24","Females","Rank of leading causes of death",28,28,28,28,28,15,12,28,28,15,28,28,9,28,3,15,9,7,28,9,28,28,5,15,12,28,28,7,15,12,28,28,28,28,15,15,15,15,15,0,28,15,15,6,1,2,4,28,28,15,0
2011,"15 to 19 years","Both sexes","Number of deaths",0,0,0,0,0,1,2,0,0,1,0,0,0,0,68,2,3,6,0,0,0,0,20,0,3,0,1,5,1,3,0,1,0,0,1,0,1,1,0,0,0,0,0,13,314,202,46,2,0,1,118
2011,"15 to 19 years","Both sexes","Percentage of deaths",0,0,0,0,0,0.1,0.2,0,0,0.1,0,0,0,0,8.3,0.2,0.4,0.7,0,0,0,0,2.5,0,0.4,0,0.1,0.6,0.1,0.4,0,0.1,0,0,0.1,0,0.1,0.1,0,0,0,0,0,1.6,38.5,24.8,5.6,0.2,0,0.1,14.5
2011,"15 to 19 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3.1,0.1,0.1,0.3,0,0,0,0,0.9,0,0.1,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,14.3,9.2,2.1,0.1,0,0,5.4
2011,"15 to 19 years","Both sexes","Rank of leading causes of death",24,24,24,24,24,15,12,24,24,15,24,24,24,24,3,12,9,7,24,24,24,24,5,24,9,24,15,8,15,9,24,15,24,24,15,24,15,15,24,24,24,24,24,6,1,2,4,12,24,15,0
2011,"15 to 19 years","Males","Number of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,2,3,0,0,0,0,11,0,2,0,1,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,6,228,141,30,2,0,1,71
2011,"15 to 19 years","Males","Percentage of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0.2,0.4,0.5,0,0,0,0,2,0,0.4,0,0.2,0.5,0,0.4,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,1.1,41.7,25.8,5.5,0.4,0,0.2,13
2011,"15 to 19 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0.1,0.2,0.3,0,0,0,0,1,0,0.2,0,0.1,0.3,0,0.2,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0.5,20.3,12.5,2.7,0.2,0,0.1,6.3
2011,"15 to 19 years","Males","Rank of leading causes of death",18,18,18,18,18,18,18,18,18,18,18,18,18,18,3,13,9,7,18,18,18,18,5,18,9,18,13,7,18,9,18,13,18,18,18,18,18,13,18,18,0,0,18,6,1,2,4,9,18,13,0
2011,"15 to 19 years","Females","Number of deaths",0,0,0,0,0,1,2,0,0,1,0,0,0,0,27,1,1,3,0,0,0,0,9,0,1,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,7,86,61,16,0,0,0,47
2011,"15 to 19 years","Females","Percentage of deaths",0,0,0,0,0,0.4,0.7,0,0,0.4,0,0,0,0,10,0.4,0.4,1.1,0,0,0,0,3.3,0,0.4,0,0,0.7,0.4,0.4,0,0,0,0,0.4,0,0.4,0,0,0,0,0,0,2.6,32,22.7,5.9,0,0,0,17.5
2011,"15 to 19 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.2,0,0,0.1,0,0,0,0,2.5,0.1,0.1,0.3,0,0,0,0,0.8,0,0.1,0,0,0.2,0.1,0.1,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.7,8,5.7,1.5,0,0,0,4.4
2011,"15 to 19 years","Females","Rank of leading causes of death",19,19,19,19,19,10,8,19,19,10,19,19,19,19,3,10,10,7,19,19,19,19,5,19,10,19,19,8,10,10,19,19,19,19,10,19,10,19,19,0,19,19,19,6,1,2,4,19,19,19,0
2011,"20 to 24 years","Both sexes","Number of deaths",0,0,0,0,0,0,0,0,0,0,0,1,3,0,103,1,5,7,0,4,0,0,34,1,5,0,1,13,0,4,0,2,0,0,0,2,1,1,1,0,0,1,1,22,489,313,100,2,0,2,153
2011,"20 to 24 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,8.1,0.1,0.4,0.6,0,0.3,0,0,2.7,0.1,0.4,0,0.1,1,0,0.3,0,0.2,0,0,0,0.2,0.1,0.1,0.1,0,0,0.1,0.1,1.7,38.4,24.6,7.9,0.2,0,0.2,12
2011,"20 to 24 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,4.3,0,0.2,0.3,0,0.2,0,0,1.4,0,0.2,0,0,0.5,0,0.2,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.9,20.3,13,4.2,0.1,0,0.1,6.4
2011,"20 to 24 years","Both sexes","Rank of leading causes of death",27,27,27,27,27,27,27,27,27,27,27,18,13,27,3,18,9,8,27,11,27,27,5,18,9,27,18,7,27,11,27,14,27,27,27,14,18,18,18,27,27,18,18,6,1,2,4,14,27,14,0
2011,"20 to 24 years","Males","Number of deaths",0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,1,3,3,0,1,0,0,21,0,4,0,1,8,0,3,0,2,0,0,0,1,1,0,0,0,0,0,0,16,394,236,79,2,0,1,96
2011,"20 to 24 years","Males","Percentage of deaths",0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,5.5,0.1,0.3,0.3,0,0.1,0,0,2.3,0,0.4,0,0.1,0.9,0,0.3,0,0.2,0,0,0,0.1,0.1,0,0,0,0,0,0,1.7,42.6,25.5,8.5,0.2,0,0.1,10.4
2011,"20 to 24 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,4.1,0.1,0.2,0.2,0,0.1,0,0,1.7,0,0.3,0,0.1,0.6,0,0.2,0,0.2,0,0,0,0.1,0.1,0,0,0,0,0,0,1.3,31.9,19.1,6.4,0.2,0,0.1,7.8
2011,"20 to 24 years","Males","Rank of leading causes of death",21,21,21,21,21,21,21,21,21,21,21,14,21,21,4,14,9,9,21,14,21,21,5,21,8,21,14,7,21,9,21,12,21,21,21,14,14,21,21,21,0,0,21,6,1,2,3,12,21,14,0
2011,"20 to 24 years","Females","Number of deaths",0,0,0,0,0,0,0,0,0,0,0,0,3,0,52,0,2,4,0,3,0,0,13,1,1,0,0,5,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,6,95,77,21,0,0,1,57
2011,"20 to 24 years","Females","Percentage of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,15,0,0.6,1.2,0,0.9,0,0,3.7,0.3,0.3,0,0,1.4,0,0.3,0,0,0,0,0,0.3,0,0.3,0.3,0,0,0.3,0.3,1.7,27.4,22.2,6.1,0,0,0.3,16.4
2011,"20 to 24 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,4.4,0,0.2,0.3,0,0.3,0,0,1.1,0.1,0.1,0,0,0.4,0,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0.1,0.1,0.5,8.1,6.6,1.8,0,0,0.1,4.9
2011,"20 to 24 years","Females","Rank of leading causes of death",21,21,21,21,21,21,21,21,21,21,21,21,9,21,3,21,11,8,21,9,21,21,5,12,12,21,21,7,21,12,21,21,21,21,21,12,21,12,12,0,21,12,12,6,1,2,4,21,21,12,0
2011,"25 to 34 years","Both sexes","Number of deaths",0,0,6,0,0,0,15,0,0,0,0,4,18,0,332,12,8,30,0,3,0,0,140,4,28,0,7,20,0,13,0,5,2,1,1,21,2,8,1,0,0,7,0,54,828,575,106,5,0,2,486
2011,"25 to 34 years","Both sexes","Percentage of deaths",0,0,0.2,0,0,0,0.5,0,0,0,0,0.1,0.7,0,12.1,0.4,0.3,1.1,0,0.1,0,0,5.1,0.1,1,0,0.3,0.7,0,0.5,0,0.2,0.1,0,0,0.8,0.1,0.3,0,0,0,0.3,0,2,30.2,21,3.9,0.2,0,0.1,17.7
2011,"25 to 34 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.3,0,0,0,0,0.1,0.4,0,7,0.3,0.2,0.6,0,0.1,0,0,2.9,0.1,0.6,0,0.1,0.4,0,0.3,0,0.1,0,0,0,0.4,0,0.2,0,0,0,0.1,0,1.1,17.4,12,2.2,0.1,0,0,10.2
2011,"25 to 34 years","Both sexes","Rank of leading causes of death",31,31,19,31,31,31,12,31,31,31,31,22,11,31,3,14,15,7,31,24,31,31,4,22,8,31,17,10,31,13,31,20,25,28,28,9,25,15,28,31,31,17,31,6,1,2,5,20,31,25,0
2011,"25 to 34 years","Males","Number of deaths",0,0,4,0,0,0,5,0,0,0,0,2,8,0,168,4,4,22,0,2,0,0,86,4,9,0,6,14,0,7,0,2,2,1,1,15,1,7,0,0,0,0,0,30,629,433,78,5,0,1,278
2011,"25 to 34 years","Males","Percentage of deaths",0,0,0.2,0,0,0,0.3,0,0,0,0,0.1,0.4,0,9.2,0.2,0.2,1.2,0,0.1,0,0,4.7,0.2,0.5,0,0.3,0.8,0,0.4,0,0.1,0.1,0.1,0.1,0.8,0.1,0.4,0,0,0,0,0,1.6,34.4,23.7,4.3,0.3,0,0.1,15.2
2011,"25 to 34 years","Males","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,0.2,0,0,0,0,0.1,0.3,0,7,0.2,0.2,0.9,0,0.1,0,0,3.6,0.2,0.4,0,0.2,0.6,0,0.3,0,0.1,0.1,0,0,0.6,0,0.3,0,0,0,0,0,1.2,26.2,18,3.2,0.2,0,0,11.6
2011,"25 to 34 years","Males","Rank of leading causes of death",29,29,17,29,29,29,15,29,29,29,29,21,11,29,3,17,17,7,29,21,29,29,4,17,10,29,14,9,29,12,29,21,21,25,25,8,25,12,29,29,0,0,29,6,1,2,5,15,29,25,0
2011,"25 to 34 years","Females","Number of deaths",0,0,2,0,0,0,10,0,0,0,0,2,10,0,164,8,4,8,0,1,0,0,54,0,19,0,1,6,0,6,0,3,0,0,0,6,1,1,1,0,0,7,0,24,199,142,28,0,0,1,208
2011,"25 to 34 years","Females","Percentage of deaths",0,0,0.2,0,0,0,1.1,0,0,0,0,0.2,1.1,0,17.9,0.9,0.4,0.9,0,0.1,0,0,5.9,0,2.1,0,0.1,0.7,0,0.7,0,0.3,0,0,0,0.7,0.1,0.1,0.1,0,0,0.8,0,2.6,21.7,15.5,3.1,0,0,0.1,22.7
2011,"25 to 34 years","Females","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.4,0,0,0,0,0.1,0.4,0,6.9,0.3,0.2,0.3,0,0,0,0,2.3,0,0.8,0,0,0.3,0,0.3,0,0.1,0,0,0,0.3,0,0,0,0,0,0.3,0,1,8.4,6,1.2,0,0,0,8.8
2011,"25 to 34 years","Females","Rank of leading causes of death",26,26,18,26,26,26,8,26,26,26,26,18,8,26,2,10,16,10,26,20,26,26,4,26,7,26,20,13,26,13,26,17,26,26,26,13,20,20,20,0,26,12,26,6,1,3,5,26,26,20,0
2011,"25 to 29 years","Both sexes","Number of deaths",0,0,3,0,0,0,10,0,0,0,0,2,6,0,118,4,4,13,0,1,0,0,50,2,11,0,3,10,0,7,0,1,1,1,0,6,1,3,1,0,0,5,0,29,418,270,67,2,0,1,226
2011,"25 to 29 years","Both sexes","Percentage of deaths",0,0,0.2,0,0,0,0.8,0,0,0,0,0.2,0.5,0,9.2,0.3,0.3,1,0,0.1,0,0,3.9,0.2,0.9,0,0.2,0.8,0,0.5,0,0.1,0.1,0.1,0,0.5,0.1,0.2,0.1,0,0,0.4,0,2.3,32.8,21.2,5.3,0.2,0,0.1,17.7
2011,"25 to 29 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.4,0,0,0,0,0.1,0.2,0,4.9,0.2,0.2,0.5,0,0,0,0,2.1,0.1,0.5,0,0.1,0.4,0,0.3,0,0,0,0,0,0.2,0,0.1,0,0,0,0.2,0,1.2,17.3,11.1,2.8,0.1,0,0,9.3
2011,"25 to 29 years","Both sexes","Rank of leading causes of death",30,30,17,30,30,30,9,30,30,30,30,20,12,30,3,15,15,7,30,23,30,30,5,20,8,30,17,9,30,11,30,23,23,23,30,12,23,17,23,30,30,14,30,6,1,2,4,20,30,23,0
2011,"25 to 29 years","Males","Number of deaths",0,0,2,0,0,0,4,0,0,0,0,1,5,0,64,3,1,9,0,1,0,0,37,2,5,0,3,7,0,3,0,1,1,1,0,3,0,2,0,0,0,0,0,17,317,203,51,2,0,0,139
2011,"25 to 29 years","Males","Percentage of deaths",0,0,0.2,0,0,0,0.5,0,0,0,0,0.1,0.6,0,7.2,0.3,0.1,1,0,0.1,0,0,4.2,0.2,0.6,0,0.3,0.8,0,0.3,0,0.1,0.1,0.1,0,0.3,0,0.2,0,0,0,0,0,1.9,35.9,23,5.8,0.2,0,0,15.7
2011,"25 to 29 years","Males","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,0.3,0,0,0,0,0.1,0.4,0,5.2,0.2,0.1,0.7,0,0.1,0,0,3,0.2,0.4,0,0.2,0.6,0,0.2,0,0.1,0.1,0.1,0,0.2,0,0.2,0,0,0,0,0,1.4,25.8,16.5,4.1,0.2,0,0,11.3
2011,"25 to 29 years","Males","Rank of leading causes of death",26,26,16,26,26,26,11,26,26,26,26,20,9,26,3,12,20,7,26,20,26,26,5,16,9,26,12,8,26,12,26,20,20,20,26,12,26,16,26,26,0,0,26,6,1,2,4,16,26,26,0
2011,"25 to 29 years","Females","Number of deaths",0,0,1,0,0,0,6,0,0,0,0,1,1,0,54,1,3,4,0,0,0,0,13,0,6,0,0,3,0,4,0,0,0,0,0,3,1,1,1,0,0,5,0,12,101,67,16,0,0,1,87
2011,"25 to 29 years","Females","Percentage of deaths",0,0,0.3,0,0,0,1.5,0,0,0,0,0.3,0.3,0,13.8,0.3,0.8,1,0,0,0,0,3.3,0,1.5,0,0,0.8,0,1,0,0,0,0,0,0.8,0.3,0.3,0.3,0,0,1.3,0,3.1,25.8,17.1,4.1,0,0,0.3,22.2
2011,"25 to 29 years","Females","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.5,0,0,0,0,0.1,0.1,0,4.5,0.1,0.3,0.3,0,0,0,0,1.1,0,0.5,0,0,0.3,0,0.3,0,0,0,0,0,0.3,0.1,0.1,0.1,0,0,0.4,0,1,8.5,5.6,1.3,0,0,0.1,7.3
2011,"25 to 29 years","Females","Rank of leading causes of death",23,23,15,23,23,23,7,23,23,23,23,15,15,23,3,15,12,10,23,23,23,23,5,23,7,23,23,12,23,10,23,23,23,23,23,12,15,15,15,0,23,9,23,6,1,2,4,23,23,15,0
2011,"30 to 34 years","Both sexes","Number of deaths",0,0,3,0,0,0,5,0,0,0,0,2,12,0,214,8,4,17,0,2,0,0,90,2,17,0,4,10,0,6,0,4,1,0,1,15,1,5,0,0,0,2,0,25,410,305,39,3,0,1,260
2011,"30 to 34 years","Both sexes","Percentage of deaths",0,0,0.2,0,0,0,0.3,0,0,0,0,0.1,0.8,0,14.6,0.5,0.3,1.2,0,0.1,0,0,6.1,0.1,1.2,0,0.3,0.7,0,0.4,0,0.3,0.1,0,0.1,1,0.1,0.3,0,0,0,0.1,0,1.7,27.9,20.8,2.7,0.2,0,0.1,17.7
2011,"30 to 34 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.2,0,0,0,0,0.1,0.5,0,9.1,0.3,0.2,0.7,0,0.1,0,0,3.8,0.1,0.7,0,0.2,0.4,0,0.3,0,0.2,0,0,0,0.6,0,0.2,0,0,0,0.1,0,1.1,17.5,13,1.7,0.1,0,0,11.1
2011,"30 to 34 years","Both sexes","Rank of leading causes of death",29,29,19,29,29,29,14,29,29,29,29,21,10,29,3,12,16,7,29,21,29,29,4,21,7,29,16,11,29,13,29,16,25,29,25,9,25,14,29,29,29,21,29,6,1,2,5,19,29,25,0
2011,"30 to 34 years","Males","Number of deaths",0,0,2,0,0,0,1,0,0,0,0,1,3,0,104,1,3,13,0,1,0,0,49,2,4,0,3,7,0,4,0,1,1,0,1,12,1,5,0,0,0,0,0,13,312,230,27,3,0,1,139
2011,"30 to 34 years","Males","Percentage of deaths",0,0,0.2,0,0,0,0.1,0,0,0,0,0.1,0.3,0,11,0.1,0.3,1.4,0,0.1,0,0,5.2,0.2,0.4,0,0.3,0.7,0,0.4,0,0.1,0.1,0,0.1,1.3,0.1,0.5,0,0,0,0,0,1.4,33.1,24.4,2.9,0.3,0,0.1,14.7
2011,"30 to 34 years","Males","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,0.1,0,0,0,0,0.1,0.3,0,8.9,0.1,0.3,1.1,0,0.1,0,0,4.2,0.2,0.3,0,0.3,0.6,0,0.3,0,0.1,0.1,0,0.1,1,0.1,0.4,0,0,0,0,0,1.1,26.6,19.6,2.3,0.3,0,0.1,11.8
2011,"30 to 34 years","Males","Rank of leading causes of death",28,28,17,28,28,28,19,28,28,28,28,19,13,28,3,19,13,6,28,19,28,28,4,17,11,28,13,9,28,11,28,19,19,28,19,8,19,10,28,28,0,0,28,6,1,2,5,13,28,19,0
2011,"30 to 34 years","Females","Number of deaths",0,0,1,0,0,0,4,0,0,0,0,1,9,0,110,7,1,4,0,1,0,0,41,0,13,0,1,3,0,2,0,3,0,0,0,3,0,0,0,0,0,2,0,12,98,75,12,0,0,0,121
2011,"30 to 34 years","Females","Percentage of deaths",0,0,0.2,0,0,0,0.8,0,0,0,0,0.2,1.7,0,21,1.3,0.2,0.8,0,0.2,0,0,7.8,0,2.5,0,0.2,0.6,0,0.4,0,0.6,0,0,0,0.6,0,0,0,0,0,0.4,0,2.3,18.7,14.3,2.3,0,0,0,23.1
2011,"30 to 34 years","Females","Age-specific mortality rate per 100,000 population",0,0,0.1,0,0,0,0.3,0,0,0,0,0.1,0.8,0,9.4,0.6,0.1,0.3,0,0.1,0,0,3.5,0,1.1,0,0.1,0.3,0,0.2,0,0.3,0,0,0,0.3,0,0,0,0,0,0.2,0,1,8.3,6.4,1,0,0,0,10.3
2011,"30 to 34 years","Females","Rank of leading causes of death",22,22,17,22,22,22,10,22,22,22,22,17,8,22,1,9,17,10,22,17,22,22,4,22,5,22,17,12,22,15,22,12,22,22,22,12,22,22,22,0,22,15,22,6,2,3,6,22,22,22,0
2011,"35 to 44 years","Both sexes","Number of deaths",0,0,3,0,0,0,34,0,0,0,0,23,72,1,1180,20,3,93,1,1,1,1,497,11,103,2,31,47,0,30,1,19,9,0,2,133,3,15,1,0,0,10,0,41,854,672,85,6,0,2,740
